transaction_date,amount,notes,customer_id,transaction_type,id,created_date,updated_date,created_by_id,created_by,is_sample
"2026-03-12","500","","6969e4eb259e96d9bc1a0670","Paid","69b30c8b216f6490f5305f84","2026-03-12T18:57:15.391000","2026-03-13T20:31:28.379000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-12","300","","6964f14fd8009298988f7e13","Credit","69b30c7f6138a0f1915db2fb","2026-03-12T18:57:03.019000","2026-03-12T18:57:03.019000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-12","300","","69661ace7df3c9f2836c70f1","Credit","69b30c7087f879ba72952e40","2026-03-12T18:56:48.142000","2026-03-12T18:56:48.142000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-12","150","","696618f2ae316b7473d974f2","Paid","69b30c617f167261e194936f","2026-03-12T18:56:33.619000","2026-03-12T18:56:33.619000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-12","500","","69653a3ae75a9d902528c7ca","Credit","69b30c498fe889bba0ca647a","2026-03-12T18:56:09.435000","2026-03-12T18:56:09.435000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-12","300","","696a925dd63959b43387a9c5","Credit","69b30c0ed27f60bdbd142319","2026-03-12T18:55:10.249000","2026-03-12T18:55:10.249000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-12","100","","696538f51b66d6f4c1d445a4","Paid","69b30bfd13e85036fb677451","2026-03-12T18:54:53.271000","2026-03-12T18:54:53.271000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-12","250","","69653c34d486dbd0d31d698f","Credit","69b30bd75bd3913755f564db","2026-03-12T18:54:15.990000","2026-03-12T18:54:15.990000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-12","250","","696538dd1fab06ead95ee8cc","Credit","69b30bb38fc5b39f09380060","2026-03-12T18:53:39.347000","2026-03-12T18:53:39.347000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-12","300","","696537806adc38d0488e4c74","Credit","69b30ba01c0dbf34c953a0ca","2026-03-12T18:53:20.494000","2026-03-12T18:53:20.494000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-12","300","","696f7baa2fd583c834cf2b4f","Credit","69b30b90240711f132f55c18","2026-03-12T18:53:04.555000","2026-03-12T18:53:04.555000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-12","300","","6982177f3fdaea5a39a9f368","Paid","69b30b81699068632896f3cb","2026-03-12T18:52:49.191000","2026-03-19T06:39:26.287000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-11","300","","69653af1d8b8e52748e230b3","Paid","69b30b720ed08aa04f61b47d","2026-03-12T18:52:34.995000","2026-03-12T18:52:34.995000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-11","250","","6969e7461f7b64bfed39c5a5","Credit","69b1d1f31d132c614bfc06da","2026-03-11T20:34:59.552000","2026-03-11T20:34:59.552000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-11","500","","6965387c63ba9cb531381013","Credit","69b1d1c254cd835304e22896","2026-03-11T20:34:10.105000","2026-03-11T20:34:10.105000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-11","300","","69653b5434362e938e5b4394","Credit","69b1d1b46e269a83ea719071","2026-03-11T20:33:56.666000","2026-03-11T20:33:56.666000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-11","600","","6963fc457eaa2180854e1a37","Credit","69b1d1a4979b895c846b8996","2026-03-11T20:33:40.629000","2026-03-11T20:33:40.629000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-11","300","","6965394a50fe75f11fee8e70","Credit","69b1d19250c12e1ed514c88e","2026-03-11T20:33:22.767000","2026-03-11T20:33:22.767000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-11","500","","696a6873a2b373d6921c79f6","Credit","69b17ec0b1f1450e6d825369","2026-03-11T14:40:00.108000","2026-03-11T14:40:00.108000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-11","450","","69653b30e98593e21915c4af","Paid","69b16f4e59af72269b75a46b","2026-03-11T13:34:06.333000","2026-03-16T14:41:02.831000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-11","250","","6964f42ec45f394bfa406f44","Paid","69b16e4e2b1b77be5d636d00","2026-03-11T13:29:50.002000","2026-03-11T13:46:58.894000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-11","300","","69653937726e7ea7f0e11c5f","Credit","69b16e318eca4d9c683e50e1","2026-03-11T13:29:21.297000","2026-03-11T13:29:21.297000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-11","300","","696a4efc836ab4366e53ffd8","Credit","69b16e226ac891394dad12e6","2026-03-11T13:29:06.950000","2026-03-11T13:29:06.950000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-11","300","","696a5249c70ecdeb66918407","Credit","69b16e16d6ff39b6e59fcbd2","2026-03-11T13:28:54.104000","2026-03-11T13:28:54.104000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-11","300","","69962332cbdb0cc9a6c4ba48","Paid","69b16e07161699003323dcab","2026-03-11T13:28:39.539000","2026-03-11T14:41:03.158000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-11","800","","698390372303e899a8060e9f","Paid","69b16df2bca944e1eae7e82c","2026-03-11T13:28:18.776000","2026-03-11T20:34:36.362000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-11","300","","696c9344b9f6d758c8e67d9d","Paid","69b16dda47d7c2b7015dc479","2026-03-11T13:27:54.185000","2026-03-19T09:20:41.121000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-11","500","","696692d2dc2421cf8a7a073c","Credit","69b16db7a57fe61436a1a50b","2026-03-11T13:27:19.770000","2026-03-11T13:27:19.770000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-11","300","","69653c560c2947a007e07358","Credit","69b16dabf3f1ff2c53c2611d","2026-03-11T13:27:07.730000","2026-03-11T13:27:07.730000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-11","250","","698390891b58ca34a5c3232c","Paid","69b16d9d985647892bde5068","2026-03-11T13:26:53.199000","2026-03-11T14:10:12.219000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-11","600","","69653c88fb7a3a9ced86024d","Paid","69b16d88345a41e03bfdd392","2026-03-11T13:26:32.273000","2026-03-11T20:33:15.369000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-11","300","","697200d5b82f748de9294431","Paid","69b16d475be5ba30716a33bd","2026-03-11T13:25:27.736000","2026-03-16T15:35:34.119000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-11","250","","69662184befb41b217fbc0b1","Credit","69b16c77a30a01c6fd740eb9","2026-03-11T13:21:59.330000","2026-03-11T13:21:59.330000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-10","250","","69653a3ae75a9d902528c7ca","Paid","69b05e599558221e8e5c4a43","2026-03-10T18:09:29.805000","2026-03-12T18:56:02.231000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-10","300","","6965380de1fa4fcffe5cba5d","Credit","69b05e444381148e25a4a597","2026-03-10T18:09:08.654000","2026-03-10T18:09:08.654000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-10","300","","6964cbbdac1725ad13815096","Credit","69b05e36496b056b3292a6b8","2026-03-10T18:08:54.684000","2026-03-10T18:08:54.684000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-10","300","","696a54fb1e4e948448c1bfdb","Credit","69b00a637dc5b7da18829187","2026-03-10T12:11:15.696000","2026-03-10T12:11:15.696000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-10","900","","696e5c8f0cb9067ceb798cb4","Paid","69afff44efb6f6d3c51ae072","2026-03-10T11:23:48.949000","2026-03-10T11:54:27.130000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-10","600","","696a4e4032cc4a7ec8b4027f","Paid","69afff3976b3d9dba61a90df","2026-03-10T11:23:37.976000","2026-03-10T18:10:27.421000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
"2026-03-10","300","","6965397e8088ff6792fdbdc3","Credit","69afff0e34dd3012cd264982","2026-03-10T11:22:54.848000","2026-03-10T11:22:54.848000","6963ef862e2a38f0d51ff8ca","kariithigrace90@gmail.com","false"
